id|name|benefit_code|restaurant_id
801|The reservations team give us VIP access|REF674|1932
801|The reservations team give us VIP access|REF674|4365
801|The reservations team give us VIP access|REF674|2449
801|The reservations team give us VIP access|REF674|3859
801|The reservations team give us VIP access|REF674|8607
801|The reservations team give us VIP access|REF674|3491
801|The reservations team give us VIP access|REF674|1828
801|The reservations team give us VIP access|REF674|6565
801|The reservations team give us VIP access|REF674|3875
801|The reservations team give us VIP access|REF674|4263
801|The reservations team give us VIP access|REF674|5165
801|The reservations team give us VIP access|REF674|6962
801|The reservations team give us VIP access|REF674|3386
801|The reservations team give us VIP access|REF674|3901
801|The reservations team give us VIP access|REF674|6849
801|The reservations team give us VIP access|REF674|6855
801|The reservations team give us VIP access|REF674|2762
801|The reservations team give us VIP access|REF674|7627
801|The reservations team give us VIP access|REF674|5068
801|The reservations team give us VIP access|REF674|8525
801|The reservations team give us VIP access|REF674|8269
801|The reservations team give us VIP access|REF674|3535
801|The reservations team give us VIP access|REF674|8530
801|The reservations team give us VIP access|REF674|4180
801|The reservations team give us VIP access|REF674|1749
801|The reservations team give us VIP access|REF674|4309
801|The reservations team give us VIP access|REF674|1496
801|The reservations team give us VIP access|REF674|4188
801|The reservations team give us VIP access|REF674|1761
801|The reservations team give us VIP access|REF674|7910
801|The reservations team give us VIP access|REF674|6257
801|The reservations team give us VIP access|REF674|1011
801|The reservations team give us VIP access|REF674|4467
801|The reservations team give us VIP access|REF674|5109
801|The reservations team give us VIP access|REF674|7670
801|The reservations team give us VIP access|REF674|7159
801|The reservations team give us VIP access|REF674|8058
800|Enjoy preferential access|REF673|2803
800|Enjoy preferential access|REF673|2144
801|The reservations team give us VIP access|REF674|2
801|The reservations team give us VIP access|REF674|7682
801|The reservations team give us VIP access|REF674|7942
801|The reservations team give us VIP access|REF674|7687
801|The reservations team give us VIP access|REF674|4999
801|The reservations team give us VIP access|REF674|7822
801|The reservations team give us VIP access|REF674|1040
801|The reservations team give us VIP access|REF674|7696
801|The reservations team give us VIP access|REF674|7826
801|The reservations team give us VIP access|REF674|3478
801|The reservations team give us VIP access|REF674|6938
801|The reservations team give us VIP access|REF674|4638
801|The reservations team give us VIP access|REF674|2721
801|The reservations team give us VIP access|REF674|7203
801|The reservations team give us VIP access|REF674|1060
801|The reservations team give us VIP access|REF674|7982
801|The reservations team give us VIP access|REF674|1968
801|The reservations team give us VIP access|REF674|8116
801|The reservations team give us VIP access|REF674|3260
801|The reservations team give us VIP access|REF674|3390
801|The reservations team give us VIP access|REF674|3392
801|The reservations team give us VIP access|REF674|4289
801|The reservations team give us VIP access|REF674|8385
801|The reservations team give us VIP access|REF674|8131
801|The reservations team give us VIP access|REF674|708
801|The reservations team give us VIP access|REF674|3521
801|The reservations team give us VIP access|REF674|3910
801|The reservations team give us VIP access|REF674|4422
801|The reservations team give us VIP access|REF674|7232
801|The reservations team give us VIP access|REF674|6601
801|The reservations team give us VIP access|REF674|6983
801|The reservations team give us VIP access|REF674|7628
801|The reservations team give us VIP access|REF674|3279
801|The reservations team give us VIP access|REF674|6737
801|The reservations team give us VIP access|REF674|2898
801|The reservations team give us VIP access|REF674|8056
801|The reservations team give us VIP access|REF674|1364
801|The reservations team give us VIP access|REF674|471
801|The reservations team give us VIP access|REF674|472
801|The reservations team give us VIP access|REF674|7513
801|The reservations team give us VIP access|REF674|473
801|The reservations team give us VIP access|REF674|475
801|The reservations team give us VIP access|REF674|3417
801|The reservations team give us VIP access|REF674|3420
801|The reservations team give us VIP access|REF674|474
801|The reservations team give us VIP access|REF674|8031
801|The reservations team give us VIP access|REF674|2787
801|The reservations team give us VIP access|REF674|1125
801|The reservations team give us VIP access|REF674|3429
801|The reservations team give us VIP access|REF674|8296
801|The reservations team give us VIP access|REF674|3817
801|The reservations team give us VIP access|REF674|2282
801|The reservations team give us VIP access|REF674|6764
801|The reservations team give us VIP access|REF674|6382
801|The reservations team give us VIP access|REF674|7536
801|The reservations team give us VIP access|REF674|1264
801|The reservations team give us VIP access|REF674|7920
801|The reservations team give us VIP access|REF674|6904
801|The reservations team give us VIP access|REF674|7039
800|Enjoy preferential access|REF673|3777
800|Enjoy preferential access|REF673|7064
800|Enjoy preferential access|REF673|2104
800|Enjoy preferential access|REF673|891
800|Enjoy preferential access|REF673|5455
800|Enjoy preferential access|REF673|6036
801|The reservations team give us VIP access|REF674|5445
801|The reservations team give us VIP access|REF674|3078
801|The reservations team give us VIP access|REF674|1288
801|The reservations team give us VIP access|REF674|5129
801|The reservations team give us VIP access|REF674|5061
801|The reservations team give us VIP access|REF674|7947
801|The reservations team give us VIP access|REF674|6735
801|The reservations team give us VIP access|REF674|3984
801|The reservations team give us VIP access|REF674|1236
801|The reservations team give us VIP access|REF674|6936
801|The reservations team give us VIP access|REF674|3675
801|The reservations team give us VIP access|REF674|4828
801|The reservations team give us VIP access|REF674|2973
801|The reservations team give us VIP access|REF674|8376
801|The reservations team give us VIP access|REF674|6520
801|The reservations team give us VIP access|REF674|3173
801|The reservations team give us VIP access|REF674|1062
801|The reservations team give us VIP access|REF674|8167
801|The reservations team give us VIP access|REF674|4008
801|The reservations team give us VIP access|REF674|4776
801|The reservations team give us VIP access|REF674|744
801|The reservations team give us VIP access|REF674|3687
801|The reservations team give us VIP access|REF674|4219
801|The reservations team give us VIP access|REF674|1522
801|The reservations team give us VIP access|REF674|5363
801|The reservations team give us VIP access|REF674|1528
801|The reservations team give us VIP access|REF674|827
801|The reservations team give us VIP access|REF674|1084
801|The reservations team give us VIP access|REF674|3133
801|The reservations team give us VIP access|REF674|6593
801|The reservations team give us VIP access|REF674|4227
801|The reservations team give us VIP access|REF674|1540
801|The reservations team give us VIP access|REF674|7045
801|The reservations team give us VIP access|REF674|3528
801|The reservations team give us VIP access|REF674|1224
